Year Mnth Day Hr dayl(s) prcp(mm/day) srad(W/m2) tmax(C) tmin(C) vp(Pa),, prcp(mm/day) ,srad(W/m2), tmax(C) ,tmin(C) ,vp(Pa),Runoff (t-1),FFNN-Runoff(t-1),,,Runoff (t)
2009 06 09 12,51148.8,0,453.84,31.83,19.19,2230.67,111,200.409,,,66
2009 06 10 12,51148.8,0,467.82,33.27,19.59,2287.12,66,65.8566,,,49
2009 06 11 12,51148.8,0,452.09,32.59,19.74,2298.68,49,50.0154,,,40
2009 06 12 12,51148.8,1.33,415.66,33.2,19.77,2302.51,40,50.0154,,,35
2009 06 13 12,51154.41,0,437.94,33.37,21,2479.45,35,50.0154,,,30
2009 06 14 12,51174.22,0,420.94,32.25,20.8,2448.18,30,50.0154,,,28
2009 06 15 12,51209.12,0,441.82,32.39,20.09,2336.66,28,50.0154,,,27
2009 06 16 12,51263.11,0.01,445.89,33.39,20.63,2421.1,27,50.0154,,,23
2009 06 17 12,51328.23,2.06,414.07,32.73,20.67,2427.02,23,50.0154,,,20
2009 06 18 12,51328.23,15.07,338.25,32.45,19.75,2302.5,20,50.0154,,,152
2009 06 19 12,51393.96,8.29,363.14,33.59,19.02,2202.76,152,50.0154,,,49
2009 06 20 12,51393.96,0,472.65,35,20.51,2402.25,49,96.4495,,,42
2009 06 21 12,51393.96,0,419.53,35.26,22.97,2794.85,42,50.0154,,,43
2009 06 22 12,51393.96,0.12,399.29,33.94,22.7,2752.17,43,50.0154,,,30
2009 06 23 12,51393.96,0,425.15,33.14,20.99,2478.36,30,50.0154,,,23
2009 06 24 12,51328.23,0,439.8,32.99,20.17,2348.77,23,50.0154,,,19
2009 06 25 12,51328.23,0,459.75,34.07,19.99,2319.32,19,50.0154,,,16
2009 06 26 12,51263.11,0,451.46,35.03,20.93,2468.09,16,50.0154,,,14
2009 06 27 12,51209.12,0,444.15,35.98,21.81,2609.67,14,50.0154,,,12
2009 06 28 12,51174.22,0,440.85,36.6,22.3,2688,12,50.0154,,,11
2009 06 29 12,51154.41,0,424.73,35.48,22.21,2673.73,11,50.0154,,,9.4
2009 06 30 12,51148.8,0,518.26,35.13,16.97,1916.22,9.4,50.0154,,,7.9
2009 07 01 12,51148.8,0,515.77,35.02,17,1919.82,7.9,50.0154,,,6.5
2009 07 02 12,51148.8,0,497.36,35.86,18.65,2138.8,6.5,50.0154,,,5.9
2009 07 03 12,51148.8,0,459.35,33.36,18.91,2185.42,5.9,50.0154,,,5.2
2009 07 04 12,51148.8,0,472.57,31.8,17.02,1922.94,5.2,50.0154,,,4.7
2009 07 05 12,51148.8,0,439.81,32.93,19.19,2229.64,4.7,50.0154,,,4.5
2009 07 06 12,51148.8,5.03,261.8,31.32,21.2,2511.4,4.5,50.0154,,,5.4
2009 07 07 12,51048.39,5.06,288.81,33.04,21.35,2536.05,5.4,50.0154,,,5.7
2009 07 08 12,50917.51,0,375.43,30.93,19.99,2319.51,5.7,50.0154,,,8
2009 07 09 12,50808.79,39.53,313.03,30.49,18.13,2087.51,8,50.0154,,,33
2009 07 10 12,50803.17,0,396.5,30.02,18.55,2131.45,33,50.0154,,,109
2009 07 11 12,50803.17,0,422.5,30.5,17.99,2078.62,109,50.0154,,,52
2009 07 12 12,50803.17,0,426,32.21,19.22,2234.9,52,64.3643,,,26
2009 07 13 12,50803.17,3.9,296,33.63,21.55,2568.6,26,50.0154,,,20
2009 07 14 12,50702.79,3.62,292.66,31.54,20.17,2351.46,20,50.0154,,,16
2009 07 15 12,50483.03,0,443.85,32.75,18.86,2177.04,16,50.0154,,,12
2009 07 16 12,50457.61,0,408.61,33.54,20.9,2463.5,12,50.0154,,,10
2009 07 17 12,50457.61,2.56,323.19,33.92,22.79,2765.97,10,50.0154,,,10
2009 07 18 12,50457.61,5.25,339.85,33.36,19.56,2277.12,10,50.0154,,,15
2009 07 19 12,50422.38,0,471.88,31.12,16.29,1844.92,15,50.0154,,,12
2009 07 20 12,50137.41,0,445.89,29.97,16.58,1883.94,12,50.0154,,,11
2009 07 21 12,50111.99,0,445.13,30.91,17.3,1967.24,11,50.0154,,,136
2009 07 22 12,50111.99,0,434.38,31.98,18.53,2127.02,136,50.0154,,,87
2009 07 23 12,50111.99,0,413.53,32.75,19.95,2317.38,87,84.5108,,,32
2009 07 24 12,49945.82,0,397.49,33.26,20.99,2478.35,32,50.0154,,,18
2009 07 25 12,49766.41,0,451.01,33.81,19.13,2219.6,18,50.0154,,,14
2009 07 26 12,49766.41,0,454.13,35.21,19.96,2315.01,14,50.0154,,,11
2009 07 27 12,49766.41,0,426.56,35.15,21.18,2509.1,11,50.0154,,,9
2009 07 28 12,49600.27,5.13,338.5,34.94,20.92,2467.7,9,50.0154,,,8.3
2009 07 29 12,49420.81,5.46,301.91,34.48,21.65,2583.77,8.3,50.0154,,,6.9
2009 07 30 12,49420.81,0.52,317.02,31.42,22.23,2677.06,6.9,50.0154,,,8.4
2009 07 31 12,49420.81,8.36,254.54,31.66,21.96,2633.08,8.4,50.0154,,,11
2009 08 01 12,49135.52,20.7,259.07,32.01,22.19,2670.12,11,50.0154,,,15
2009 08 02 12,49075.19,0.42,333.57,32.46,22.73,2757.43,15,50.0154,,,15
2009 08 03 12,49075.19,3.38,253.52,30.38,21.53,2565.54,15,50.0154,,,16
2009 08 04 12,49039.95,0,413.79,33.5,21.24,2517.78,16,50.0154,,,15
2009 08 05 12,48729.61,0,431.55,34.64,21.25,2520.22,15,50.0154,,,14
2009 08 06 12,48729.61,3.22,392.29,33.76,19.51,2275.7,14,50.0154,,,15
2009 08 07 12,48729.61,0,438.56,32.5,19.2,2231.43,15,50.0154,,,11
2009 08 08 12,48409.41,0,442.57,33.86,19.96,2319.83,11,50.0154,,,8.6
2009 08 09 12,48383.99,0,428.91,34.5,20.98,2477.23,8.6,50.0154,,,7.2
2009 08 10 12,48383.99,0,439.47,35.46,21.13,2498.9,7.2,50.0154,,,6.4
2009 08 11 12,48152.71,0,437.41,36.59,21.93,2627.53,6.4,50.0154,,,5.8
2009 08 12 12,48038.4,9.71,329.16,36.56,21.72,2595.67,5.8,50.0154,,,6.2
2009 08 13 12,48038.4,38.45,175.54,27.16,21,2479.26,6.2,50.0154,,,161
2009 08 14 12,47872.24,1.23,344.76,30.95,20.81,2448.83,161,50.0154,,,395
2009 08 15 12,47692.81,0,380.18,31.5,20.5,2401.99,395,103.165,,,94
2009 08 16 12,47692.81,6.91,295.57,31.45,20.24,2362.34,94,333.372,,,48
2009 08 17 12,47592.43,18.88,294.62,31.4,20.19,2353.79,48,53.1718,,,35
2009 08 18 12,47347.21,0,406.86,32.48,20.33,2375.47,35,50.0154,,,60
2009 08 19 12,47347.21,0,389.36,33.07,21.46,2553.69,60,50.0154,,,39
2009 08 20 12,47246.78,0,355.38,33.31,22.92,2786.55,39,50.0154,,,27
2009 08 21 12,47001.61,0.24,366.34,33.01,22.33,2693.05,27,50.0154,,,20
2009 08 22 12,47001.61,0,383.26,33.04,21.74,2599.18,20,50.0154,,,16
2009 08 23 12,46770.35,0,450.45,32.57,18.46,2122.77,16,50.0154,,,12
2009 08 24 12,46656,0,455.11,31.7,17.53,2007.16,12,50.0154,,,9.7
2009 08 25 12,46656,0,456.03,32.05,17.72,2034.52,9.7,50.0154,,,7.6
2009 08 26 12,46316.02,0,449.8,33.27,18.86,2177.83,7.6,50.0154,,,6.8
2009 08 27 12,46310.4,0,433.62,33.65,19.87,2309.61,6.8,50.0154,,,5.8
2009 08 28 12,46310.4,0,363.31,30.59,20.32,2373.03,5.8,50.0154,,,6.2
2009 08 29 12,45964.79,17.05,289.16,29.58,18.6,2139.16,6.2,50.0154,,,15
2009 08 30 12,45964.79,0.76,389.3,31.16,19.41,2265.41,15,50.0154,,,26
2009 08 31 12,45964.79,24.31,262.78,30.22,20.24,2359.09,26,50.0154,,,41
2009 09 01 12,45619.18,0,221.28,24.87,19.24,2236.53,41,50.0154,,,26
2009 09 02 12,45619.18,0,355.4,25.34,15.87,1794.99,26,50.0154,,,16
2009 09 03 12,45616.5,0,406.07,27.44,15.85,1793.14,16,50.0154,,,13
2009 09 04 12,45273.6,0,452.64,29.14,15.06,1723.6,13,50.0154,,,11
2009 09 05 12,45273.6,0,465.67,30.94,15.54,1763.22,11,50.0154,,,8.6
2009 09 06 12,44927.99,0,446.66,31.73,17.07,1930.93,8.6,50.0154,,,6.9
2009 09 07 12,44927.99,0,451.37,31.47,16.5,1879.17,6.9,50.0154,,,5.9
2009 09 08 12,44927.99,0,427.71,30.96,17.29,1967.22,5.9,50.0154,,,5.1
2009 09 09 12,44582.39,0.7,406.3,31,17.91,2060.01,5.1,50.0154,,,5.8
2009 09 10 12,44582.39,6.89,286.11,29.18,17.87,2057.94,5.8,50.0154,,,6.7
2009 09 11 12,44582.39,0,299.54,25.5,17.53,2004.83,6.7,50.0154,,,5.2
2009 09 12 12,44236.83,0,360.03,26.91,16.71,1896.91,5.2,50.0154,,,4.2
2009 09 13 12,44236.83,0,396.88,29.28,17.14,1943.6,4.2,50.0154,,,4.1
2009 09 14 12,43891.2,0,388.33,29.67,17.73,2035.22,4.1,50.0154,,,3.9
2009 09 15 12,43891.2,0,396.33,30.95,18.27,2105.11,3.9,50.0154,,,3.4
2009 09 16 12,43891.2,5.18,245.39,29.11,19.75,2299.38,3.4,50.0154,,,3.8
2009 09 17 12,43545.6,3.04,281.2,29.8,20.19,2351.46,3.8,50.0154,,,4.4
2009 09 18 12,43545.6,16.91,203.97,27.96,20.29,2366.83,4.4,50.0154,,,5.4
2009 09 19 12,43545.6,4.96,158.13,26.51,20.8,2448.33,5.4,50.0154,,,6.4
2009 09 20 12,43199.98,4.48,193.17,27.76,20.69,2430.93,6.4,50.0154,,,9.2
2009 09 21 12,43199.98,14.87,184.25,27.22,20.51,2401.15,9.2,50.0154,,,8.8
2009 09 22 12,42854.39,3.79,281.31,28.66,18.98,2196.37,8.8,50.0154,,,7.3
2009 09 23 12,42854.39,0,335.22,29.47,19.71,2298.22,7.3,50.0154,,,8.7
2009 09 24 12,42854.39,0,320.54,29.5,20.3,2367.44,8.7,50.0154,,,13
2009 09 25 12,42508.8,0,359.11,31.53,20.49,2399.05,13,50.0154,,,10
2009 09 26 12,42508.8,8.16,331.22,30.48,18.47,2129,10,50.0154,,,8
2009 09 27 12,42508.8,24.27,161.34,22.95,17.58,2011.61,8,50.0154,,,22
2009 09 28 12,42163.22,0,421.21,27.99,14.45,1635.77,22,50.0154,,,38
2009 09 29 12,42163.22,0,469.08,28.21,10.23,1258.66,38,50.0154,,,34
2009 09 30 12,41817.61,0,449.6,24,8.76,1140.4,34,50.0154,,,20
2009 10 01 12,41817.61,0,435.98,23.66,9,1160.02,20,50.0154,,,14
2009 10 02 12,41817.61,0,426.51,25.04,10.42,1273.99,14,50.0154,,,11
2009 10 03 12,41471.98,0,384.36,25.36,12.95,1476.35,11,50.0154,,,8.8
2009 10 04 12,41471.98,0,441.26,27.28,10.38,1270.6,8.8,50.0154,,,7.2
2009 10 05 12,41471.98,19.9,277.19,23.17,11.6,1367.63,7.2,50.0154,,,8.3
2009 10 06 12,41126.39,5.96,131.38,17.87,13.31,1526.71,8.3,50.0154,,,9
2009 10 07 12,41126.39,8.71,205.36,22.7,15.06,1718.09,9,50.0154,,,29
2009 10 08 12,40783.48,0.04,438.26,29.14,11.17,1333.88,29,50.0154,,,37
2009 10 09 12,40780.8,0,402.22,27.01,12.7,1459.67,37,50.0154,,,79
2009 10 10 12,40780.8,0,348.84,29.45,17.54,2006.14,79,50.0154,,,38
2009 10 11 12,40435.21,0,303.9,26.61,17.06,1939.88,38,50.0154,,,22
2009 10 12 12,40435.21,21.86,165.52,20.72,14.53,1653.69,22,50.0154,,,463
2009 10 13 12,40435.21,68.23,162,18.97,13.1,1500.38,463,50.0154,,,1450
2009 10 14 12,40089.6,12.34,253.93,23.62,13.02,1491.65,1450,405.703,,,589
2009 10 15 12,40089.6,7.21,176.25,15.81,9.58,1206.5,589,1370.93,,,455
2009 10 16 12,40083.98,3.39,149.78,14.73,9.56,1205.11,455,539.73,,,313
2009 10 17 12,39743.98,0.1,266.21,15.71,8.55,1124.11,313,397.194,,,193
2009 10 18 12,39743.98,0.9,290.4,12.72,4.86,867.01,193,246.148,,,115
2009 10 19 12,39629.68,0,399.06,14.91,1.4,672.08,115,127.042,,,78
2009 10 20 12,39398.4,0,411.39,17.2,1.81,701.28,78,68.8413,,,58
2009 10 21 12,39398.4,0,421.72,21.32,2.99,759.14,58,50.0154,,,46
2009 10 22 12,39218.96,0,415.93,23.92,4.88,870.45,46,50.0154,,,39
2009 10 23 12,39052.82,0,390.05,25.73,8.77,1141.74,39,50.0154,,,33
2009 10 24 12,39052.82,4.38,244.52,26.35,13.96,1592.67,33,50.0154,,,31
2009 10 25 12,38807.61,0.28,358.78,22.25,7.49,1038.89,31,50.0154,,,27
2009 10 26 12,38707.19,0,226.33,16.45,9.17,1173.52,27,50.0154,,,30
2009 10 27 12,38707.19,9.85,170.8,17.91,10.61,1288.95,30,50.0154,,,42
2009 10 28 12,38527.77,42.49,198.15,21.54,12.33,1426.17,42,50.0154,,,680
2009 10 29 12,38361.6,0.3,306.71,23.83,12.12,1409.32,680,50.0154,,,513
2009 10 30 12,38361.6,0,303.57,23.79,12.48,1438.49,513,636.527,,,208
2009 10 31 12,38247.28,0.97,271.15,23.03,13.33,1527.02,208,458.888,,,122
2009 11 01 12,38016.01,6.31,249.95,23.22,10.05,1244.06,122,138.235,,,91
2009 11 02 12,38016.01,0,206.52,16.47,9.91,1233.19,91,74.0645,,,101
2009 11 03 12,37990.59,0,340.65,19.06,6,920,101,50.9333,,,113
2009 11 04 12,37670.38,0,353.73,21.99,7,1000.22,113,58.3949,,,85
2009 11 05 12,37670.38,0,337.73,20.46,6.64,971.26,85,67.349,,,65
2009 11 06 12,37670.38,0,371.11,20.16,2.28,720,65,50.0154,,,52
2009 11 07 12,37360.03,0,363.08,18.21,1.52,681.46,52,50.0154,,,45
2009 11 08 12,37324.82,0,366.64,20.73,2.5,720,45,50.0154,,,40
2009 11 09 12,37324.82,0,350.95,23.01,5.78,920.07,40,50.0154,,,37
2009 11 10 12,37264.5,14.46,198.65,20.31,9.85,1227.79,37,50.0154,,,157
2009 11 11 12,36979.21,90.86,109.21,16.76,11.57,1365.91,157,50.0154,,,12100
2009 11 12 12,36979.21,8.58,94.85,14.05,9.65,1211.79,12100,100.18,,,12100
2009 11 13 12,36979.21,0.67,193.01,16.74,9.45,1195.71,12100,7111.79,,,2230
2009 11 14 12,36799.76,0,303.75,21.89,8.25,1099.95,2230,7111.79,,,283
2009 11 15 12,36633.6,0,321.88,23.07,7.11,1008.42,283,1837.81,,,171
2009 11 16 12,36633.6,0,338.38,23.57,4.83,866.14,171,214.237,,,110
2009 11 17 12,36633.6,0,307.84,21.35,6.09,926.87,110,110.627,,,88
2009 11 18 12,36519.29,0,221.09,19.42,10.01,1241.01,88,65.1105,,,82
2009 11 19 12,36288,2.99,140.4,18.06,11.64,1371.26,82,50.0154,,,78
2009 11 20 12,36288,0,298.28,19.58,5.43,903.22,78,50.0154,,,77
2009 11 21 12,36288,0,296.1,18.56,4.74,859.54,77,50.0154,,,75
2009 11 22 12,36262.58,0,239.24,15.31,5.57,918.39,75,50.0154,,,78
2009 11 23 12,35977.61,21.62,66.9,11.03,7.91,1072.48,78,50.0154,,,127
2009 11 24 12,35942.39,0.2,87.57,12.02,8.95,1155.88,127,50.0154,,,149
2009 11 25 12,35942.39,2.26,94.45,12.1,8.41,1112.56,149,77.7953,,,120
2009 11 26 12,35942.39,0,281.69,15.8,3.59,800,120,94.211,,,105
2009 11 27 12,35916.96,0,302.16,16.1,1.89,706.37,105,72.5721,,,99
2009 11 28 12,35697.22,0,300.75,14.53,0.43,632.73,99,61.3796,,,91
2009 11 29 12,35596.83,0,303.53,17.27,2.22,717.34,91,56.9026,,,93
2009 11 30 12,35596.83,0,293.12,20.17,5.43,910.57,93,50.9333,,,95
2009 12 01 12,35596.83,1.68,305.15,17.59,-0.44,593.23,95,52.4256,,,112
2009 12 02 12,35596.83,23.24,204.31,13.79,1.08,652.05,112,53.9179,,,738
2009 12 03 12,35591.22,36.81,175.71,17.5,7.02,1001.77,738,66.6028,,,5210
2009 12 04 12,35482.51,0,264.91,14.06,1.89,711.1,5210,698.221,,,1540
2009 12 05 12,35351.64,0,219.24,11.34,2.2,719.49,1540,3566.23,,,467
2009 12 06 12,35251.2,0,290.58,11.98,-2.03,524.77,467,,,,292
2009 12 07 12,35251.2,0,244.07,9.27,-0.97,572.44,292,,,,204
2009 12 08 12,35251.2,0,211.97,10.68,2.28,722.01,204,,,,164
2009 12 09 12,35251.2,30.79,204.07,18.09,5.44,901.7,164,,,,1710
2009 12 10 12,35251.2,1.03,293.07,21.42,3.97,810.71,1710,,,,2000
2009 12 11 12,35251.2,0,260.26,9.38,-2.05,527.14,2000,,,,647
2009 12 12 12,35251.2,0,157.62,4.3,-1.72,539.24,647,,,,351
2009 12 13 12,35245.58,7.57,98.29,5.01,0.09,607.02,351,,,,317
2009 12 14 12,35225.77,1.8,139.47,8.47,2.95,755.74,317,,,,340
2009 12 15 12,35190.87,3.71,174.54,15.61,6.58,966.61,340,,,,390
2009 12 16 12,35136.88,0,300.07,17.53,1.82,698.67,390,,,,334
2009 12 17 12,35071.75,0,290.95,11.65,-2.09,522,334,,,,252
2009 12 18 12,35071.75,0,249.76,9,-1.33,561.24,252,,,,1310
2009 12 19 12,35006.02,46.03,136.62,6.71,0.05,610.95,1310,,,,7560
2009 12 20 12,35006.02,0,242.33,10.45,0.57,632.81,7560,,,,2540
2009 12 21 12,35006.02,0,292.83,10.02,-3.67,464.43,2540,,,,789
2009 12 22 12,35006.02,0,301.69,12.21,-2.95,488.32,789,,,,480
2009 12 23 12,35006.02,0,281.79,11.4,-1.84,532.44,480,,,,369
2009 12 24 12,35071.75,0,280.33,12.26,-1.26,560,369,,,,305
2009 12 25 12,35071.75,36.41,185.84,12.77,1.53,679.88,305,,,,3560
2009 12 26 12,35136.88,11.25,208.61,12.43,-0.4,594.3,3560,,,,5680
2009 12 27 12,35190.87,0,237.2,9.72,-0.51,590.62,5680,,,,1470
2009 12 28 12,35225.77,0,264.18,12.52,0.36,623.64,1470,,,,632
2009 12 29 12,35245.58,0,278.35,9.23,-3.69,462.04,632,,,,433
2009 12 30 12,35251.2,0,276.68,9.11,-3.54,470.85,433,,,,329
2009 12 31 12,35251.2,2.92,159.4,8.27,0.18,612.99,329,,,,284
2010 01 01 12,35251.2,1.99,172.57,8.75,1.26,664.52,284,,,,277
2010 01 02 12,35251.2,0,264.03,9.39,-3.25,479.89,277,,,,257
2010 01 03 12,35251.2,0,262.07,4.07,-8.08,327.57,257,,,,213
2010 01 04 12,35251.2,0,266.92,3.78,-8.65,319.97,213,,,,180
2010 01 05 12,35253.89,0,273.12,4.83,-8.04,327.94,180,,,,157
2010 01 06 12,35417.39,0,254.15,4.56,-6.9,363.14,157,,,,144
2010 01 07 12,35571.41,0,278.25,6.54,-6.68,363.43,144,,,,131
2010 01 08 12,35596.83,0.06,289.53,9.06,-5.18,422.02,131,,,,123
2010 01 09 12,35596.83,0,215.53,1.94,-7.04,357.81,123,,,,117
2010 01 10 12,35596.83,0,261.5,3.5,-8.12,329.72,117,,,,104
2010 01 11 12,35596.83,0,287.48,5.01,-8.46,320,104,,,,92
2010 01 12 12,35632.05,0,311.88,8.95,-6.99,360,92,,,,89
2010 01 13 12,35828.06,0,310.39,8.81,-6.78,360,89,,,,86
2010 01 14 12,35942.39,0,311.27,9.5,-6.06,393.77,86,,,,81
2010 01 15 12,35942.39,0,331.73,14.11,-4.43,440,81,,,,77
2010 01 16 12,35942.39,0,327.9,15.65,-2.3,520.31,77,,,,79
2010 01 17 12,35942.39,43.29,181.49,15.23,4.7,856.03,79,,,,5040
2010 01 18 12,36173.67,6,212.34,18.21,4.81,864.98,5040,,,,3650
2010 01 19 12,36288,0,311.23,17.86,2.22,720,3650,,,,1070
2010 01 20 12,36288,0,314.49,19.51,3.47,797.48,1070,,,,522
2010 01 21 12,36288,5.49,217.93,19.43,5.7,919.97,522,,,,982
2010 01 22 12,36323.24,19.88,169.89,11.73,2.6,733.53,982,,,,2460
2010 01 23 12,36608.18,0,146.79,8.57,3.07,765.03,2460,,,,918
2010 01 24 12,36633.6,7.37,122.29,11.3,5.09,886.57,918,,,,560
2010 01 25 12,36633.6,38.75,199.76,18.36,6.86,990.89,560,,,,5540
2010 01 26 12,36636.29,0,283.91,14.11,2.06,715.48,5540,,,,3020
2010 01 27 12,36953.79,0,315.76,10.55,-3.28,481.05,3020,,,,910
2010 01 28 12,36979.21,0,331.53,12.56,-2.58,513.11,910,,,,516
2010 01 29 12,36979.21,0.04,344.79,16.6,-0.23,601.5,516,,,,397
2010 01 30 12,37014.46,19.42,190.83,9.69,-0.07,603.53,397,,,,496
2010 01 31 12,37324.82,1.13,192.72,2.3,-4.51,441.35,496,,,,1050
2010 02 01 12,37324.82,0,314.71,7.8,-4.98,430.95,1050,,,,559
2010 02 02 12,37324.82,4.17,249.29,11.23,-2.86,491.62,559,,,,455
2010 02 03 12,37610.05,7.02,134.03,7.52,1.34,670.64,455,,,,817
2010 02 04 12,37670.38,0,293,11.65,0.48,628.74,817,,,,560
2010 02 05 12,37670.38,18.75,96.62,6.15,1.99,708.7,560,,,,2670
2010 02 06 12,37705.62,42.37,119.74,7.3,2.26,720.19,2670,,,,7900
2010 02 07 12,38016.01,0.34,270.54,9.49,0.04,610.07,7900,,,,2820
2010 02 08 12,38016.01,0,322.12,9.39,-2.26,520.77,2820,,,,1010
2010 02 09 12,38016.01,0.01,352.28,11.84,-1.83,534.45,1010,,,,580
2010 02 10 12,38361.6,1.8,356.57,10.3,-3.36,477.38,580,,,,447
2010 02 11 12,38361.6,0,300.24,5.99,-3.95,449.49,447,,,,386
2010 02 12 12,38361.6,0,324.69,7.94,-3.03,489.53,386,,,,388
2010 02 13 12,38707.19,8.72,184.93,3.87,-3.44,471.97,388,,,,444
2010 02 14 12,38707.19,0,321.23,6.46,-3.61,469.86,444,,,,528
2010 02 15 12,38707.19,2.53,285.76,9.78,-1.95,523.67,528,,,,567
2010 02 16 12,39052.82,4.66,256.59,7.4,-3.21,481.68,567,,,,799
2010 02 17 12,39052.82,0,350.63,6.08,-4.78,436.43,799,,,,531
2010 02 18 12,39052.82,0,381.73,8.62,-3.88,455.43,531,,,,390
2010 02 19 12,39398.4,0,419.84,12.75,-3.09,480.89,390,,,,328
2010 02 20 12,39398.4,0,430.97,15.08,-2.23,519.97,328,,,,284
2010 02 21 12,39398.4,0,436.51,17.6,-1.02,560,284,,,,256
2010 02 22 12,39743.98,5.31,316.66,18.62,1.65,690.77,256,,,,267
2010 02 23 12,39743.98,6.46,255.65,15.72,4.72,857.95,267,,,,449
2010 02 24 12,39743.98,0,358.37,15.47,3.78,799.71,449,,,,364
2010 02 25 12,40089.6,2.01,338.05,7.45,-2.71,501.48,364,,,,314
2010 02 26 12,40089.6,0,342.8,7.29,-2.8,496.97,314,,,,274
2010 02 27 12,40124.83,0,404.87,11.2,-2.07,525.96,274,,,,247
2010 02 28 12,40435.21,0,426.65,13.5,-1.26,559.93,247,,,,233
2010 03 01 12,40435.21,0,429.57,13.01,-1.85,535.76,233,,,,223
2010 03 02 12,40755.38,0.13,387.16,11.26,-0.88,569.64,223,,,,211
2010 03 03 12,40780.8,10.83,161.24,5.57,0.1,613.9,211,,,,314
2010 03 04 12,40780.8,0,390.5,10.01,-1.59,548.72,314,,,,427
2010 03 05 12,41126.39,0,449.87,12.66,-3.09,480,427,,,,307
2010 03 06 12,41126.39,0,458.38,13.51,-3,480.06,307,,,,249
2010 03 07 12,41126.39,0,470.21,15.85,-2.54,516.88,249,,,,219
2010 03 08 12,41471.98,0,468.61,18.35,-0.42,600,219,,,,204
2010 03 09 12,41471.98,0,471.87,22.55,2.38,720.02,204,,,,194
2010 03 10 12,41638.14,0.25,420.63,21.61,6.07,925.4,194,,,,194
2010 03 11 12,41817.61,14.02,141.67,13.84,8.5,1120.12,194,,,,396
2010 03 12 12,41817.61,11.23,212.35,17.84,9.48,1198.44,396,,,,969
2010 03 13 12,42163.22,19.45,271.72,18.58,7.3,1023.9,969,,,,2070
2010 03 14 12,42163.22,0.27,381.34,16.25,4.41,832.82,2070,,,,991
2010 03 15 12,42163.22,0,342.77,15.54,5.36,902.16,991,,,,520
2010 03 16 12,42508.8,0,442.32,18.53,3.28,782.42,520,,,,376
2010 03 17 12,42508.8,0,385.94,16.27,4.32,825.63,376,,,,311
2010 03 18 12,42544.02,1.8,252.55,13.57,6.12,929.57,311,,,,284
2010 03 19 12,42854.39,0,465.51,20.23,3.59,800,284,,,,264
2010 03 20 12,42854.39,0,487.19,23.67,4.51,840.76,264,,,,238
2010 03 21 12,43199.98,0.12,460.46,23.22,6.39,951.3,238,,,,218
2010 03 22 12,43199.98,4.78,305.06,17.18,4.53,843.84,218,,,,236
2010 03 23 12,43199.98,0.85,372.88,13.17,2.49,728,236,,,,266
2010 03 24 12,43545.6,0,500.32,21.71,3,759.86,266,,,,230
2010 03 25 12,43545.6,0,502.97,24.22,4.55,844.05,230,,,,205
2010 03 26 12,43855.98,0,442.37,22.25,7.48,1038.61,205,,,,195
2010 03 27 12,43891.2,0,419.73,19,5.8,922.7,195,,,,184
2010 03 28 12,43891.2,0,401.54,18.98,6.61,968.86,184,,,,179
2010 03 29 12,44236.83,27.95,290.33,21.57,9.63,1210.43,179,,,,1310
2010 03 30 12,44236.83,3.07,377.73,20.27,5.96,925.21,1310,,,,807
2010 03 31 12,44236.83,0,498.02,22.64,4.65,852.39,807,,,,480
2010 04 01 12,44582.39,0,512.09,26.58,6.32,945.48,480,,,,322
2010 04 02 12,44582.39,0,512.45,29.89,8.35,1107.76,322,,,,266
2010 04 03 12,44761.86,0,495.7,30.16,9.99,1239.58,266,,,,241
2010 04 04 12,44927.99,0,446.53,28.51,12.27,1421.93,241,,,,222
2010 04 05 12,44927.99,0,465.9,30.07,12.37,1429.65,222,,,,207
2010 04 06 12,45273.6,0,479.15,32.04,12.98,1479.95,207,,,,197
2010 04 07 12,45273.6,0,467.96,31.54,13.54,1563,197,,,,169
2010 04 08 12,45273.6,0,402.7,28.24,14.67,1666.91,169,,,,168
2010 04 09 12,45619.18,15.41,322.72,23.18,9.21,1176.99,168,,,,679
2010 04 10 12,45619.18,0,484.72,21.6,4.73,858.5,679,,,,396
2010 04 11 12,45644.6,0,501,23.52,5.11,888.93,396,,,,240
2010 04 12 12,45964.79,0,497.04,25,6.49,959.54,240,,,,173
2010 04 13 12,45964.79,0,503.45,26.99,7.48,1038.61,173,,,,156
2010 04 14 12,46275.18,0,480.28,26.83,8.83,1146.6,156,,,,140
2010 04 15 12,46310.4,0,456.14,24.52,8.34,1107.26,140,,,,130
2010 04 16 12,46310.4,0,467.02,26,8.94,1155.17,130,,,,119
2010 04 17 12,46656,0,470.8,29.5,11.35,1348.39,119,,,,110
2010 04 18 12,46656,0,455.66,28.12,11.16,1333.01,110,,,,105
2010 04 19 12,46656,0,470.99,23.49,6.59,967.47,105,,,,97
2010 04 20 12,47001.61,0,445.9,22.61,7.21,1017.05,97,,,,91
2010 04 21 12,47001.61,1.71,388.66,23.18,10.13,1250.71,91,,,,88
2010 04 22 12,47001.61,0,451.16,23.63,7.81,1064.64,88,,,,87
2010 04 23 12,47347.21,0,478.55,26.39,8.74,1139.41,87,,,,84
2010 04 24 12,47347.21,2.14,395.74,28.56,12.59,1447.54,84,,,,82
2010 04 25 12,47347.21,16.8,166.77,22.75,15.83,1788.04,82,,,,91
